label,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49
Orange,-11.337075,3.1764011,-7.280012,-9.329864,-0.65818614,2.877404,-0.7124238,-4.2848,0.94456995,-0.9748422,0.28819436,-1.1417677,0.53781813,-0.2751762,0.032350235,0.9225678,2.5533516,-2.3222964,-0.29648057,2.3692272,3.8737023,-0.97710156,1.1888847,-0.6517685,0.95065635,0.22753668,-2.5654297,-1.0918106,0.75818735,-1.0575271,1.3421952,-0.23898517,-0.32421494,0.755985,-0.79705334,1.2997222,-0.5273882,0.07220722,-0.65924394,-0.80607396,-1.7413871,-0.07505653,-1.0387431,1.1682283,-0.03642565,0.21160999,-1.5489862,0.77739185,-0.015510386,-1.2200273
Orange,-9.127638,1.5663389,-3.9411876,-3.972296,1.0956279,6.5539927,-5.4439125,0.66111046,5.6708484,0.15975463,2.0954835,3.9116876,4.371806,-3.8579342,0.4921469,1.5392233,1.770322,-2.4611512E-4,-0.974826,0.33484054,1.3659984,0.2628127,-2.4215667,-0.745017,3.5531259,-0.10499877,-1.243994,-1.3877609,4.838123,-5.133293,-0.25324783,0.38565832,1.3386784,0.81581575,-0.6885595,2.079433,2.0781538,-0.0058819903,-1.6640029,1.4685854,1.9805176,-0.39457524,-1.4791989,-0.29328525,-0.6118388,-1.4696486,-0.2139642,-1.4317336,-2.446391,-0.57798886
Orange,-10.727124,3.5180461,-8.278654,-11.597775,-0.39987734,2.9923923,-0.962057,-4.346608,1.5454032,-0.01398087,0.55780077,-1.0784205,-1.1508955,1.0949923,-0.55496526,-0.030458743,1.2790638,0.58203083,0.82309365,0.8498417,-1.6750051,-0.07682143,-3.0431986,1.2188102,1.748135,1.3087183,-0.33381706,0.083267204,1.2972087,-1.2208067,1.4866161,0.50798327,-0.15559077,0.707356,-1.1782348,2.116962,2.3024364,-2.3302772,-0.948449,-2.1106532,-1.8415077,2.4866157,-1.1628767,2.437436,-0.6061879,0.9492342,0.09229344,0.07685767,-2.6181498,-0.6588271
Apple Braeburn,-11.7424,-13.385217,5.862486,5.834162,-1.3482982,0.8886114,-1.3833352,6.7114367,10.165477,0.23338474,-3.0476432,-0.62609065,1.1224889,-0.9690573,1.3661823,11.277131,2.8761768,0.9467792,-1.4005603,-1.2187786,-0.040710658,2.2053568,0.0645142,0.32026404,0.62966466,-0.038921308,0.2509599,-0.11854998,0.48461768,0.61059415,-3.060309,0.84405047,-0.5338069,0.43352827,0.8950166,0.08551651,0.8899537,1.0854554,-0.6843116,-0.6435772,-0.44927317,-0.096522644,-0.14437634,0.6147953,0.41981897,-0.7427989,-0.6398367,-0.81323105,-0.49273673,-0.8825465
Apple Braeburn,-11.052063,-14.534591,10.2500515,7.304863,-2.459468,-0.35692498,0.67744774,0.5704046,16.298517,-5.1734366,-4.078685,-2.7246025,-0.2594328,2.7407677,-1.4090686,-10.720423,-2.496374,-2.1281989,2.8112185,1.7580383,-4.3543696,-3.5330467,-0.30016747,-2.4493473,-2.2949064,1.5817928,-0.2016209,-0.094612196,0.2724495,-0.5929254,2.676176,-1.6397686,1.7600703,-2.6979861,-0.5074777,3.6048326,-3.421425,-0.92338806,-1.1681105,1.3013822,0.86162055,-0.21278073,-1.5483444,1.2346592,0.34965092,-0.46294433,0.8049075,-3.5810127,-2.4666848,-1.3962307
Apple Braeburn,-13.009914,-17.257324,7.2455974,-0.28322968,-1.0131122,-3.767312,5.2109375,-6.072858,-6.7917647,3.0351138,2.2249756,1.7410976,-1.5292367,-1.1679324,-0.7135663,-1.1383069,-0.09764839,-0.5807787,1.739073,-1.2946455,-3.5486012,0.64035773,-2.3163366,-1.021531,-1.6752278,0.5721952,-4.932235,-0.4195957,-2.975841,-1.9449883,-4.1467724,-2.4898245,-0.6760054,-0.23066267,1.5884217,0.82089907,-0.45380855,-0.9385157,-0.83170325,0.8570688,-1.2768083,1.187628,0.124408804,1.0635744,1.6388556,-0.47978103,0.79935855,1.2558486,-0.5587108,-1.1628994
Apple Braeburn,-13.688424,-18.602983,7.933475,0.12324651,-1.1870617,-3.1858454,4.2700696,-6.154726,-7.122504,1.9829347,2.3373704,3.6597078,1.4295373,-1.8123748,1.147224,0.89732885,-1.1765975,1.3123839,-1.0802237,-0.38992882,1.8428212,1.1745477,0.47383744,0.71031785,0.2732409,-1.0310383,4.7862415,-0.9490653,1.2834445,2.1473658,0.38559148,-0.2966318,0.92204684,-1.2878213,-0.560462,2.2843988,0.32886845,-0.9989498,1.2859902,0.19056901,0.8656971,-1.7819089,-2.940222,-1.2076776,-1.008297,-0.27543756,-0.22079869,2.0536628,-0.1096844,-0.37461093
Apple Braeburn,-12.946996,-16.688316,7.927149,-0.7452785,-1.6980163,-3.3889222,4.5229754,-5.8705297,-5.8032885,1.8744859,1.9302746,1.9734213,0.0731818,-1.4897325,0.1974884,-2.3885565,0.06860184,-0.2869798,-0.6056446,0.14578323,0.64492077,-0.1645932,1.6616077,-0.21264596,1.0254004,-0.10060406,1.9590523,-0.28081945,1.4428884,0.9290081,-0.034235567,0.95093066,0.76984704,0.9716105,0.27548787,-1.0238526,0.19941781,-0.60582006,1.2493385,-2.184621,1.2995414,-0.29325175,0.40187773,-0.29121268,-2.2171474,0.17448339,0.47086602,-1.9980117,-1.6947428,-1.178725
Apple Braeburn,-12.87164,-16.210478,5.818759,-1.2061712,-0.62336415,-3.2455816,5.0152593,-4.611611,-5.653584,3.1506069,1.8921491,2.0980012,0.27502438,-1.313421,-0.04055905,1.0634822,1.0479267,-0.3182598,0.2707882,0.8721924,-0.016292874,-1.287553,-1.167229,-0.20317318,0.6691765,0.14250067,-3.6224663,0.46271592,-1.2287425,-2.5378563,0.467959,-0.15275943,-0.7929855,0.76207554,-0.6683879,-1.0463934,0.7193562,0.7716087,-0.48787004,-0.70346063,0.8010719,1.0035282,0.9980314,-0.34385386,0.10455775,0.02696869,-0.7282731,-0.5716632,0.90739286,0.8915122
Apple Braeburn,-13.470746,-17.29261,8.385414,0.07357434,-1.9156289,-3.9471748,5.236473,-6.458731,-5.6637716,1.61221,1.9751428,2.349605,0.8599759,-1.4493,0.14243725,-2.2275918,-0.7299221,-0.09586832,-0.8266417,0.5369871,1.5887944,0.25435236,1.4311664,0.1539135,0.6979694,-0.05347287,5.1847234,-0.3006894,1.7288461,2.7903569,0.16346359,-0.91385746,0.69852066,-0.18781291,-0.23979948,1.9511433,0.37155914,-0.75185,0.8767071,-1.5104715,1.3563621,-1.0889945,-1.8784955,-1.1819329,-1.6714672,0.074585505,0.17057417,-0.11664436,0.02525533,-0.6251919
Apple Braeburn,-13.126072,-17.295815,6.7694488,-0.4880797,-0.846471,-3.478694,5.007547,-5.183567,-6.4813733,2.6468322,1.9021301,2.1603935,0.8905279,-2.0250826,0.14357351,-1.0040303,0.34640172,-0.2721909,-0.42550236,0.69879687,1.6716846,-0.2098466,0.6227837,0.04828174,1.1369393,-0.30677313,0.68706447,0.4037861,1.1413275,-0.66097224,2.5803592,1.7014136,0.120082654,0.9649438,-1.2278411,-1.2428218,0.13603187,0.5159208,0.3722944,-1.6291472,1.7806472,-0.17653856,0.7155349,-1.0802594,-1.8626345,0.13971628,0.10806104,-0.43473977,-0.28098366,0.48383534
Lemon,-6.9111643,11.760498,-5.795906,-0.47066593,-1.0995961,-7.5740795,6.3595138,8.793917,-1.2873034,-1.7800864,-1.1198765,2.5733552,-0.35398373,-0.38613963,0.5456389,-0.6228205,0.31801435,-1.1550516,0.7236719,1.0452874,-0.07688841,0.3671406,-1.2185193,-0.3305638,-2.627183E-4,-0.065332524,0.68928903,0.040739726,-0.60582995,0.2338369,0.6554197,-1.3809302,0.5238818,-0.15522955,-0.14073816,-0.6414907,1.6763473,-1.6181747,-0.1251398,0.33905026,-0.5378852,0.89917725,0.9370441,0.56101584,-1.288197,0.57180506,-0.59837556,-0.10107757,-1.3601763,-0.5273202
Lemon,-6.0670986,11.633347,-5.9913955,2.2617273,-2.2402365,-10.265002,6.458858,11.068759,-1.644103,-5.041419,-3.08063,4.9092903,-0.3352177,-0.36523965,2.3323534,1.3685427,-4.9729395,5.9105477,-0.953369,-4.5539746,0.09697151,-1.9313153,3.905086,-2.2227113,-2.5217464,0.4627807,-1.1044188,-1.7635734,1.8210315,-2.6234,0.55306137,-1.4935122,1.6152407,-0.018600417,-0.15352567,0.46197632,-0.043864593,0.006314273,-0.7610962,-0.3541281,0.83134633,1.9358134,-1.4606133,0.4700056,0.20414661,0.68527293,0.87218255,1.7897456,-0.09598859,-0.019286172
Lemon,-5.297699,11.3398695,-7.199013,18.311495,1.8059751,-1.3841026,-4.5248384,-5.1591783,-4.0708303,-3.7282577,-0.029595971,0.43820027,-0.6497563,0.030622406,-0.43553612,1.4164393,-1.780221,2.9399827,-2.1446567,-0.5952303,1.2515839,-9.017684,-0.41547978,3.3866498,5.943506,-2.007112,-2.3666604,3.9075644,-1.1451875,0.75704014,1.8995806,2.1915073,-8.586779,-4.063857,1.0554743,-0.24025407,4.5254793,-1.5187622,1.5856907,3.0849116,0.8093375,-1.8595713,0.59167784,-2.350142,-1.4416385,-3.9832418,3.1168513,0.535922,-2.0098534,-3.0411878
Lemon,-6.611179,10.6969,-6.066007,-1.0561008,-0.23211631,-8.696774,7.0378504,7.699205,-2.0676463,-1.8248525,-1.0653663,1.7705289,-0.97236955,0.42304173,-0.27870533,-0.5129849,0.66721743,-0.62157476,0.07184078,0.5514505,-0.6501796,-0.17509012,-0.9322874,0.5142541,0.5426128,0.17435677,0.021134721,1.4502442,-0.76529753,0.6064029,0.6190094,0.6675171,-0.37088102,-0.14029978,0.9408741,-1.30244,0.41593373,-0.2916516,0.27374786,0.76272297,0.16948317,-0.06133091,0.35432786,-0.33013427,-0.6096035,-0.80100864,-0.701185,-0.7272363,-0.44471037,-0.47112504
Lemon,-4.3939652,12.876241,-2.9824123,22.256943,0.7722559,0.45790282,-2.7950447,-8.640075,-0.93264383,-2.253497,-0.025985379,-1.9380645,1.6550404,-1.3024381,-0.77280766,-0.13330422,3.9213018,-3.8968616,1.5375154,1.0420595,-0.869464,7.308297,0.82319534,-1.9899689,-4.5351105,1.9067398,-0.31144044,-0.5475117,0.89976436,-0.8756353,1.5996108,-0.34863693,1.7125713,0.5085097,0.32547924,-3.0081131,0.6442762,-0.06332526,0.83779114,0.7199062,-0.06877998,1.5477867,-0.78815556,-0.7628365,-1.5871507,-0.6222527,0.24355978,1.5847062,-0.81870234,-0.89134455
Lemon,-4.8337226,12.81104,-3.0260415,20.165464,1.0809613,-0.34070975,-1.7508054,-7.6835594,-0.4549529,-2.622484,-0.0033124685,-1.5322165,1.5941272,-1.2651613,-0.62123024,-0.591336,4.012139,-4.2733507,0.8301953,0.19483532,-1.086242,8.052768,0.54931366,-2.5763838,-3.6795511,2.5829403,-0.4334341,-0.5799783,1.7087193,-0.26442856,1.8113232,-0.599538,2.2135322,-0.44281915,0.8781453,-3.3777559,1.1185882,-0.36388385,1.1274116,1.458435,0.2801244,2.3141575,-0.66879225,-0.83856094,-2.1948745,-1.1724933,2.0978594,1.2951509,-0.81130934,-1.6434546
Lemon,-1.1119449,13.308045,-3.912901,28.97852,0.21831879,3.7667832,-7.6426706,-14.212216,-4.498977,-8.223357,-0.5525053,-2.4024787,1.0280106,-0.83448833,0.35593867,1.4859909,-2.1340892,3.8506503,-0.39380777,-1.4619597,1.9844034,-6.399198,-3.8365648,4.496094,4.8124003,-3.2588768,4.055016,-1.2303879,-2.2177646,0.45817524,-3.8864753,-0.86689883,5.0915594,5.0038877,-0.47441486,3.2979171,-2.8999085,-0.53153914,0.58945245,-3.2533827,-1.3818109,-0.3496508,3.638755,1.8385352,-0.9526764,2.8833373,-0.0291661,-2.8216772,3.9179552,-0.31713572
Lemon,-2.9142952,12.369002,-4.2651052,25.840807,0.7918597,0.7187715,-5.1511955,-10.49681,-2.032702,-5.515209,0.14655156,-2.4520354,1.7346057,-1.4468559,-0.24738863,0.30657282,1.0994879,-0.54759675,0.84454775,0.47874877,-0.88211477,-0.45617858,-1.1090082,0.59942454,-0.45196936,0.5246478,0.17402957,0.53531736,-0.3361943,0.40053046,1.0717983,-0.9430286,3.5533066,0.71269816,1.3377956,-2.3212898,0.42605317,-0.061365988,-0.6640717,-0.0038062895,0.38900453,1.6334158,-1.7217143,-1.3162578,-0.44010288,0.15133011,-0.9132028,0.33450368,1.2859445,-1.2411339
Banana,26.093409,-2.4043822,4.520008,-3.6873155,44.024662,-4.5864906,2.2849703,-2.8057246,3.3472574,-0.5019426,0.09165824,-0.7487919,-0.5159486,0.84781414,2.2044036,0.89405096,-2.0281882,-0.7996495,1.2491244,-0.4895232,0.88202024,0.18108548,-1.2319877,-0.75528,-0.9530016,1.3628215,1.3648041,-1.6611502,-1.0980415,-0.7061227,0.87775695,-0.48235375,-1.051588,-0.29301324,-0.72383267,-0.50022763,0.8289631,-1.00046,-1.4453969,-3.685938,-1.3137803,-0.71285295,1.2991399,0.16401508,0.25439847,0.56671745,2.4632077,-2.0354185,2.639197,-3.4847918
Banana,23.658545,-1.0451295,4.673086,-3.962747,45.59132,-7.378005,1.711642,-2.7719536,2.9128964,0.044214472,-1.0223851,-1.8445227,0.007817544,-0.010132013,0.9691892,0.14399202,0.10016016,1.1296855,-1.1709385,-0.22649434,1.5749956,-0.11849841,-1.5326536,-1.7513635,1.4357113,2.7868955,0.124329135,3.1650252,1.0519662,1.1810566,-0.60728025,-2.7047493,0.28364027,1.780984,-0.09551016,1.0014493,-0.68586415,0.106771804,0.2282458,0.89603275,0.3744993,1.0851111,0.3638111,0.45468926,-0.17053302,-0.42045486,0.07927115,-0.28505337,-0.001113271,0.6840985
Banana,13.407389,14.292768,25.068089,-7.738325,-4.698656,-0.46497452,-3.4810638,-2.9564726,-4.170185,6.7890477,-15.789021,4.5039372,1.9987961,3.4341261,2.680635,2.5012035,-6.905274,-1.5815517,2.486635,7.546665,3.835811,-0.08623865,6.674202,23.436083,-4.6750016,12.026804,-9.3795395,4.169179,2.414557,0.8541773,2.3993328,5.3969254,2.8244045,9.267701,8.80486,4.9089737,1.5333018,-4.5848813,9.052864,6.631183,2.1913452,0.6663395,-3.6246266,-1.4559253,5.805384,2.386641,-0.90487885,-2.7522507,0.8393926,4.9884834
Banana,11.749007,15.112952,20.619806,-8.003894,-4.6516104,-3.5620265,0.67853016,-0.49622017,0.4692595,2.3854947,-0.6934114,-9.514372,8.537699,-0.22245888,-2.3677268,-3.545087,6.5526843,-1.2752069,-3.3552547,-9.6116705,-1.6031109,-1.1573278,1.168886,2.066651,-0.2877491,-2.7866316,2.790609,0.65799797,-2.141027,-2.813569,1.5378246,-1.4248893,-0.62102103,-0.9080855,0.1878377,1.0316496,-0.7627352,3.0665112,0.57171273,-2.7182426,-1.2375832,-0.079859234,2.0679228,-0.6716814,-0.23584796,-0.86267823,1.9498335,1.5509025,-0.5878568,-2.227707
Banana,11.631477,15.803055,20.174696,-5.415881,-5.5952525,-2.3426542,2.0706127,0.6349194,-1.5147094,5.7985888,2.6740918,-10.183097,10.304292,0.3983515,-0.049817838,1.6456013,-4.6199603,0.15519884,-0.11892386,0.47775748,-0.6231444,1.221792,-1.6361581,1.2825168,0.1706921,-0.024835287,-1.4569966,-4.2507715,1.0374643,3.9047618,0.12465501,-0.5034484,-0.9546988,2.036931,-0.077489324,2.0342035,0.7560638,2.2816217,1.0807378,1.9912548,-1.0999264,2.1986725,-1.8975984,-2.6725075,0.8999199,0.21630993,-0.63896203,-2.2614248,-1.2720749,1.6979002
Banana,35.161495,-1.925624,1.9753859,5.4820995,-1.509525,25.167397,19.696587,0.73979676,-3.824101,-3.258672,-3.6611772,0.53157115,-2.0326548,5.5482116,10.78506,1.0798341,0.57130766,-9.170911,6.3176513,-10.11258,-1.2378424,2.2527604,4.926957,-4.1130953,12.742354,7.9425926,3.835693,-5.018327,-7.2746973,-2.6369433,-0.6703586,1.9271085,2.6780589,2.0172405,-0.30375156,-0.15281367,2.979754,-0.55024487,-3.7692502,-0.4333125,1.3173947,-0.47328562,-1.9958159,-3.1350982,6.4638267,-0.28246328,1.1511122,1.7200298,0.086181656,3.8316076
Banana,32.224873,-4.6798787,-3.856262,2.0928686,-0.7421677,17.353882,16.066244,2.1726856,-2.6001263,-2.7033975,-2.2269375,-1.2748984,1.7663993,0.4230686,-6.3097744,0.0010712623,1.8826473,2.0981827,-1.0776169,1.3200065,-0.62574047,-0.81201404,-0.45577317,0.6299937,-2.9897208,-2.7371414,-1.1848552,2.3221164,2.2974246,0.14850055,-0.62834275,0.33451942,1.2411572,-0.9445493,-0.2324426,0.12580942,1.5938075,0.94762737,-0.11445448,-0.09070621,-0.91996974,2.5633662,-0.91272324,0.20548788,-1.1532555,0.020190286,2.8693552,-2.5091453,1.0941979,-0.17269784
Banana,34.458286,-5.720756,-9.295331,-2.2583363,-7.47016,-4.4001374,-3.4025433,-1.8743563,-1.2445173,1.6921189,-4.678722,-3.0458865,-6.398156,-4.992415,14.213259,-3.4866202,0.57174146,0.83032984,-10.924712,6.7858076,-1.9087442,1.761616,-1.8222119,2.4644713,-3.5321832,0.22085685,0.64711505,0.37934735,1.50433,-0.24626534,-1.8005908,2.5655355,-4.6729264,1.3808432,-3.5366945,0.39973778,-6.6662884,-1.243763,-1.2034746,0.42309982,-2.0865452,5.944979,-0.07592272,-2.3546414,-1.4978297,0.86632514,-0.5662433,4.652301,-2.0727198,0.72907805
Banana,32.878048,-2.9398348,-1.7491426,3.0199754,-0.8162705,22.780863,20.37109,1.6739063,-4.1395025,-3.7287824,-2.0563676,0.21988659,0.7426598,3.1402209,4.9420176,-0.3047264,0.6617165,-0.9926301,1.8757569,0.05781536,0.3688749,-0.07243585,-0.3386149,-0.80648583,1.4971809,1.6611621,-0.9457508,1.947101,1.0367233,0.7233865,0.030085394,0.9456853,-3.6435955,-1.3611784,-2.1745887,-0.27712306,-3.7159915,-1.6288395,3.9592621,1.8796693,-2.3264217,-0.3851367,0.4626313,-0.7647677,-3.1477854,-0.5733797,-2.1894774,-0.2929182,-2.0610917,-0.14097324
Orange,-11.24442,2.033716,-7.6550193,-12.183813,-0.7823444,3.028163,-1.055847,-4.68677,0.46600577,-0.18619049,-0.35585037,-2.87598,-2.9444997,2.8126426,-0.5948472,0.89328676,-0.1746938,0.98650795,0.33687353,0.5096552,-1.8736526,1.6378661,-1.7421486,0.50010866,-0.30597395,0.3932256,-1.0294061,0.36087424,-0.55250967,0.05354384,0.30902773,-0.049427122,-0.18627849,0.47423828,-0.018880244,0.6927989,-0.28062275,0.091431916,-0.47719693,-0.9628104,-1.219212,1.1754544,-0.42323732,0.49608925,0.59311366,0.4035419,-0.8255763,1.2637864,0.19645809,-1.4041682
Orange,-11.265635,3.858721,-8.457558,-13.168927,-0.7121206,3.3418756,-1.6502159,-3.9598632,1.3490143,-0.19275999,-0.20932642,-3.4111946,-3.9220982,3.356985,-0.44351718,0.47377446,-1.4321548,1.7216611,0.6609577,-1.0623063,-3.8377972,2.3390148,-2.2425294,0.2615054,-1.2417753,0.90832937,1.1031308,0.2619407,-1.9925534,1.8913777,-1.0820522,-1.4103378,1.5317135,-0.26965302,0.8060187,1.4323304,3.1349175,-2.1954331,0.27028108,0.6141609,-1.859551,1.063858,0.49699134,0.22566864,-0.082513876,0.53281325,-0.20622642,1.9948022,0.083444536,-0.060044665
Orange,-10.575169,4.1462774,-7.409289,-9.031431,0.516385,5.296257,-3.3947845,-2.5277653,3.3151047,-0.16293725,0.11260434,0.16465479,1.6786588,-1.1253204,0.33702856,0.7275098,0.849378,-1.574943,-0.1933033,-0.65733874,3.9659507,-1.8355839,2.3074467,-1.2088299,-0.1429056,-1.6189177,-0.89154243,-1.6033869,-0.46298406,-1.0867896,-1.1935482,-1.2252486,1.9195641,0.44589615,-0.215304,1.3254423,0.69205016,-0.78132945,0.14243473,1.1746737,-0.13781379,1.2478828,-0.34819216,0.3883106,0.08859568,-0.41483095,0.98440087,0.5184603,-0.65347964,1.8054286
Orange,-11.063284,3.7346063,-9.148484,-12.828494,-0.60719156,4.0390787,-2.5866692,-4.7800455,1.401119,-1.3447974,0.2507266,-3.4753394,-3.9782648,3.5155215,-0.5408233,0.39179838,-3.3317716,2.6911914,0.21086206,-1.3304411,-3.71476,2.2087798,-1.6844443,0.43990934,-0.68138,0.0832767,0.53230995,0.5080304,0.17693953,-0.20287238,-0.8670441,-0.4963526,0.3703473,0.28637072,0.3719612,-0.894007,0.918543,-0.5116691,1.0670745,-0.22680902,1.7192283,0.6995044,0.27228463,0.35321668,0.002664685,2.7422953,2.367387,1.6307979,-4.339764,2.0495896
Orange,-10.634299,4.2051964,-8.023047,-8.914898,-0.31703177,2.235118,-1.1702081,-4.4282255,0.8431576,-2.1318798,-0.20765014,-1.859052,-2.8353097,2.8200095,-0.4123268,0.5212471,0.087609544,2.3386092,0.1689655,-1.280665,-2.607776,0.7520236,0.43562272,0.4588332,-0.8965873,1.2373497,0.25896764,0.833856,0.62164307,-0.7011669,0.6478548,0.69745755,-1.0533524,0.8454677,0.387545,-0.5676089,-0.8030996,0.9612822,-0.22700809,-1.4881308,2.418437,-1.319651,-1.2225986,-0.5450386,-0.394519,-1.2146014,-0.9461,-1.8381224,1.386031,-0.26634058
Orange,-10.97262,3.9867473,-7.9529605,-8.970737,0.4394119,3.6538966,-2.677853,-3.2863388,1.1975601,-2.1801221,-0.15042116,-1.1351032,-0.013811139,0.317095,0.06489882,0.86600184,-0.16549854,0.66208416,-0.8947093,-1.1976572,3.1542592,-1.1778127,2.2318084,-1.0618618,0.072606556,-0.52863055,-1.0695871,-0.038267497,0.13616967,-1.4313614,-0.66085833,0.7755395,0.5711595,-0.34874347,0.22685505,-0.9980879,-0.6344346,0.59409004,0.40497503,1.9529316,0.89528686,-2.1976082,-0.122837864,-0.7179532,0.04325657,-1.055948,-0.1927661,-1.3486853,0.26628798,1.4154439
Apple Braeburn,-11.266329,-15.582417,6.071124,3.1683788,1.6955154,2.5765595,-3.7989247,6.8319254,0.9359956,-0.39997888,-0.68416435,1.4590605,2.8934627,-3.105575,1.8731165,9.028299,2.2120154,3.2104883,-0.9116866,-1.9684755,0.35676858,4.0319095,-3.7968204,1.1801977,-0.3450344,-1.4007628,-2.716096,1.2233014,-4.6049275,-1.0678263,5.4882007,0.25955814,3.549162,-1.0814801,-4.562392,0.89875174,-2.466139,-0.40425515,0.6310789,1.335844,1.0714637,-1.0840629,0.93614686,-0.16113047,-0.26272154,0.2625594,0.94012,-0.93688995,-0.115936026,-0.39588702
Orange,-11.171561,4.5067253,-8.440596,-9.890287,-0.18513404,3.3814776,-1.5352924,-4.2797756,1.2681767,-2.017339,0.54241276,-1.3120575,-0.44182125,0.63758737,0.31988326,0.23530148,-0.18154398,-0.28865203,-0.8750361,0.8633542,2.9465902,-0.23063752,1.1551422,-0.5558467,0.42349732,-0.00884454,-1.6053354,-1.0450711,0.56224215,-0.65012753,0.25237036,0.50402623,0.086856425,0.635042,-0.81892204,0.6011954,-0.9739418,0.5616579,0.7553028,-0.3494967,0.37842512,-1.4808853,-0.20260513,0.34788677,-0.02479903,1.0689439,-0.33210146,0.26807657,0.1447074,0.5442327
Orange,-10.740007,4.2174973,-8.97976,-8.965978,-0.030011978,3.5404067,-1.6643044,-5.7448416,0.27393097,-1.1716192,-0.10024459,-1.4917964,-2.712981,2.8512075,-0.96765685,0.37801263,-1.5039009,0.91163176,-0.48440787,-0.4264,-0.7441013,0.54366004,1.144278,0.6738406,-0.43854964,-0.25672635,-0.19694208,0.14205644,1.0885763,0.24233702,0.5824013,0.32685906,-2.2052073,-0.2535945,0.08763642,-1.0193071,-3.594595,1.496368,1.3557116,-0.21328472,1.3987228,-1.9667835,-0.124187514,-1.2520996,0.9349094,0.055062495,1.5717405,0.13800345,0.77524924,0.58355826
Orange,-11.422869,3.5235493,-7.413368,-10.783644,-0.648641,3.7438152,-1.3807787,-4.4521184,2.1043959,-1.3534327,0.8924995,-1.0487037,0.5522265,-0.32210463,0.36703992,-0.046249297,1.6291108,-2.431321,-0.18981637,2.0574315,3.6463046,-0.9749296,1.002042,-0.7711415,0.8586901,-0.54446536,-1.8927552,-1.6408427,-0.23580764,-0.37153608,0.18761887,-0.7194704,0.9524518,0.5989414,-0.85635823,1.6743761,0.4202811,-0.7053882,-0.30518892,-0.20087762,-1.7218007,-0.0430909,-0.32433772,1.2024472,-0.21155047,0.9488457,-0.87871474,1.5048337,-0.55178463,-1.0378078
Orange,-11.029107,4.180777,-8.793937,-9.595212,-0.5219331,2.3660502,-0.17578425,-4.1691175,0.051148206,-0.5656278,0.016549923,-2.7513008,-2.7062507,3.0181708,-0.80877787,0.06498443,0.11882665,1.2439162,-0.08525102,-0.18755117,-0.6233026,0.842419,-0.032558687,0.6321227,-0.060233604,0.81639886,0.124453016,0.16946031,0.3288115,0.24599247,1.4579318,0.6003985,-1.0039756,-0.6964928,0.10111147,-0.30160365,-0.76475656,0.25281116,-0.60284597,-0.94940203,-0.02425825,-0.89931244,0.39955962,0.11516378,0.05086528,0.18646957,-0.42976803,-0.7233036,1.3189253,-1.2648615
Orange,-10.951351,4.0120397,-8.139753,-11.68818,-0.7765948,3.7406805,-2.007712,-5.5912604,1.6166844,-0.060819346,0.18139102,-1.8379517,-1.9876441,2.7371118,-0.38104445,-0.068401225,0.87462294,1.2094988,1.1341661,0.4154466,-1.2266432,0.30429155,-2.6390407,0.5544874,1.5100718,1.0263207,-0.21678959,-0.5939442,1.1747595,-1.3766141,1.1714832,-0.05317134,0.4204761,0.05233649,-0.78975767,1.2324066,1.7498884,-2.4741826,-0.32794213,-1.7832713,-0.38677347,1.6687921,-0.3252894,1.8862728,-1.111223,1.1519868,0.68623805,0.45193174,-3.3128426,-0.748141
Apple Braeburn,-11.547556,-12.03055,4.4965134,5.608491,-1.5105102,0.24602927,0.04496907,4.2029023,10.622517,-0.89222395,-2.61783,-2.0326228,0.02700325,0.62255865,1.9133008,6.8137593,3.093469,-0.7576756,-0.23250118,0.14855397,-0.74869776,-1.1429313,2.6211221,-0.28482813,-0.6107353,0.81739944,1.3115424,-0.16603692,1.7114029,0.7600104,-4.4667873,0.30694488,-2.7349575,1.2664495,2.7468894,-1.7243398,1.0406119,0.39098307,0.48446128,-1.6909746,-0.9890753,0.24756174,1.3173299,1.5516069,0.49347848,0.044926167,-0.6729573,-0.1736863,-0.014062108,0.13501239
